Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCM29,OUT049,0.1623
FDG46,OUT018,0.1201
DRC01,OUT010,0.0256
FDB15,OUT027,0.4768
NCA17,OUT027,0.2977
FDF10,OUT046,0.1815
FDR26,OUT027,0.3571
FDI02,OUT049,0.1401
NCM54,OUT010,0.0256
FDF14,OUT013,0.1823
FDJ33,OUT010,0.0256
FDM20,OUT035,0.3058
FDC03,OUT027,0.4205
NCX05,OUT046,0.1387
NCM41,OUT027,0.1858
NCU29,OUT010,0.0256
FDQ59,OUT017,0.1107
FDH46,OUT010,0.0256
FDH09,OUT013,0.0513
NCD06,OUT045,0.0552
FDC15,OUT035,0.1893
DRD37,OUT027,0.1043
FDT28,OUT027,0.3122
FDR28,OUT027,0.3267
FDT38,OUT017,0.1077
FDV34,OUT027,0.1506
FDY52,OUT035,0.0666
FDB34,OUT013,0.0963
DRL23,OUT018,0.1054
DRB24,OUT046,0.1884
FDJ50,OUT046,0.0607
FDQ49,OUT035,0.1952
FDP20,OUT035,0.1504
FDV19,OUT027,0.3154
NCR54,OUT045,0.2435
FDO09,OUT010,0.0256
FDS57,OUT018,0.1465
FDN10,OUT049,0.1453
FDV23,OUT049,0.1548
FDY28,OUT049,0.2857
DRG51,OUT013,0.2025
FDD45,OUT019,0.0256
NCL18,OUT027,0.4338
NCM29,OUT013,0.156
FDF17,OUT027,0.3732
FDE22,OUT017,0.207
FDQ22,OUT017,0.0408
FDS01,OUT013,0.2295
FDW35,OUT027,0.0995
FDJ33,OUT046,0.1541
NCF54,OUT035,0.2153
FDE09,OUT013,0.1292
NCE06,OUT045,0.1662
DRH49,OUT049,0.0898
FDY43,OUT045,0.2076
NCT05,OUT017,0.3242
FDZ34,OUT045,0.2134
FDL38,OUT017,0.1119
FDZ31,OUT017,0.2499
FDR14,OUT035,0.0767
NCN54,OUT049,0.0855
NCC42,OUT027,0.2936
FDK08,OUT017,0.133
FDP59,OUT013,0.1235
FDV22,OUT035,0.2013
FDD33,OUT035,0.2963
DRE60,OUT027,0.4637
FDK52,OUT046,0.2711
FDA02,OUT017,0.1947
FDM56,OUT049,0.1331
FDE57,OUT035,0.1703
FDM32,OUT045,0.1005
NCQ30,OUT027,0.2335
FDQ27,OUT027,0.2119
FDT60,OUT027,0.2673
FDU43,OUT049,0.3013
NCO55,OUT035,0.1299
FDG02,OUT045,0.2224
FDJ28,OUT013,0.2462
FDP40,OUT045,0.13
FDJ38,OUT045,0.2405
NCC54,OUT017,0.3057
NCZ41,OUT046,0.1485
FDK38,OUT019,0.0256
FDU52,OUT013,0.1873
FDC40,OUT046,0.0927
NCR30,OUT017,0.0894
NCN18,OUT017,0.1383
FDB50,OUT035,0.1005
FDG04,OUT013,0.2417
FDR26,OUT035,0.2217
NCT17,OUT018,0.2066
FDX35,OUT027,0.4549
FDS12,OUT046,0.1504
NCZ29,OUT027,0.2669
FDB38,OUT010,0.0256
FDP12,OUT013,0.0401
FDP22,OUT046,0.0612
FDS26,OUT018,0.28
FDR52,OUT046,0.2401
DRJ13,OUT046,0.1964
FDU48,OUT027,0.2646
FDE29,OUT035,0.0798
NCT29,OUT049,0.1503
DRK37,OUT018,0.2081
FDK55,OUT046,0.1028
FDR07,OUT046,0.114
FDO21,OUT027,0.4704
FDK46,OUT049,0.3564
FDB12,OUT045,0.128
FDT31,OUT027,0.3799
FDJ33,OUT045,0.1512
FDC26,OUT027,0.2327
NCQ02,OUT045,0.2346
FDP08,OUT010,0.0256
FDB11,OUT027,0.4781
FDV55,OUT013,0.1741
FDW20,OUT049,0.1471
NCJ18,OUT019,0.0256
FDC41,OUT018,0.078
FDE14,OUT027,0.1976
FDG35,OUT013,0.2183
FDF45,OUT035,0.0547
FDS19,OUT027,0.145
FDS58,OUT019,0.0256
FDA26,OUT017,0.2859
FDM32,OUT049,0.1003
FDL45,OUT046,0.1512
FDZ55,OUT049,0.1995
FDY37,OUT049,0.1799
FDO46,OUT046,0.241
FDQ60,OUT046,0.1484
FDA19,OUT018,0.1346
FDL15,OUT046,0.1862
FDM10,OUT018,0.2346
NCL05,OUT017,0.0442
DRK49,OUT010,0.0256
NCE18,OUT027,0.4703
FDG40,OUT049,0.0391
DRI59,OUT045,0.2709
FDK28,OUT035,0.2994
NCD06,OUT019,0.0256
FDO11,OUT019,0.0256
FDK27,OUT046,0.1442
FDT43,OUT027,0.1024
FDD38,OUT018,0.1038
FDA16,OUT049,0.294
FDL14,OUT027,0.3118
NCM17,OUT049,0.0508
FDD20,OUT045,0.1468
FDA40,OUT045,0.1081
FDL43,OUT045,0.0907
FDV15,OUT045,0.1198
FDE52,OUT046,0.112
NCL17,OUT010,0.0256
NCJ31,OUT045,0.2917
FDR60,OUT045,0.0967
NCA18,OUT035,0.1389
FDS21,OUT027,0.1064
FDW09,OUT035,0.0937
FDL26,OUT035,0.1905
FDS47,OUT018,0.0926
FDC39,OUT046,0.249
FDT51,OUT035,0.1405
FDK40,OUT035,0.3129
NCG19,OUT045,0.2871
FDZ07,OUT046,0.0751
FDF08,OUT027,0.167
FDO04,OUT013,0.0505
FDK41,OUT018,0.0879
FDP15,OUT049,0.3372
NCD43,OUT018,0.1081
NCP18,OUT013,0.1816
FDZ51,OUT046,0.117
DRH13,OUT035,0.1279
FDF38,OUT045,0.0425
NCI43,OUT045,0.0464
FDM38,OUT027,0.1154
FDS03,OUT013,0.0754
DRJ47,OUT017,0.2229
FDT50,OUT010,0.0256
FDV02,OUT046,0.2103
NCG18,OUT017,0.1323
FDW52,OUT046,0.2067
FDS40,OUT035,0.0391
FDN31,OUT017,0.2496
FDA37,OUT045,0.1496
FDA15,OUT046,0.2926
FDL39,OUT046,0.2266
FDJ53,OUT045,0.1418
FDX22,OUT013,0.2776
NCZ42,OUT045,0.2952
FDD56,OUT027,0.3636
FDD40,OUT017,0.2534
FDS50,OUT013,0.2835
NCN14,OUT013,0.228
FDT15,OUT013,0.2345
NCS18,OUT027,0.234
NCO26,OUT010,0.0256
FDF58,OUT018,0.051
NCB19,OUT013,0.1015
FDH26,OUT017,0.1854
DRB24,OUT027,0.2884
FDA49,OUT018,0.0843
FDB32,OUT045,0.1098
FDI36,OUT017,0.2602
NCA17,OUT010,0.0256
FDH22,OUT013,0.1417
NCM26,OUT018,0.1595
FDT15,OUT027,0.3784
FDB16,OUT018,0.0904
NCP54,OUT027,0.2613
FDJ36,OUT013,0.1229
FDO28,OUT045,0.1204
FDU09,OUT013,0.0592
FDF29,OUT017,0.1704
FDY08,OUT013,0.171
DRJ59,OUT018,0.0361
FDT23,OUT027,0.1649
FDU15,OUT018,0.036
FDT47,OUT013,0.1173
FDI53,OUT019,0.0256
FDR59,OUT018,0.2852
FDD53,OUT035,0.043
FDY51,OUT017,0.286
FDT04,OUT049,0.0436
FDU51,OUT049,0.2256
FDG14,OUT035,0.1937
NCU06,OUT045,0.2857
DRG25,OUT046,0.2299
DRH49,OUT035,0.0964
FDN15,OUT035,0.1709
FDL43,OUT018,0.0744
NCT18,OUT049,0.2373
NCB31,OUT013,0.3466
FDK57,OUT035,0.1427
FDY04,OUT019,0.0256
NCP54,OUT046,0.1455
FDF41,OUT013,0.3266
FDM01,OUT045,0.1253
FDW03,OUT045,0.1249
FDF28,OUT045,0.1494
FDY37,OUT017,0.1878
FDQ03,OUT017,0.3
FDP51,OUT027,0.2387
FDJ40,OUT017,0.1465
FDC32,OUT049,0.1134
DRI49,OUT027,0.1678
NCW54,OUT017,0.0705
FDF09,OUT017,0.0419
FDP45,OUT018,0.2771
DRJ23,OUT018,0.2033
FDS59,OUT017,0.1463
FDY08,OUT046,0.1705
FDX16,OUT049,0.1835
FDY16,OUT018,0.2045
FDK32,OUT035,0.1942
FDQ22,OUT013,0.0388
NCC31,OUT018,0.1657
FDG58,OUT049,0.1989
DRF48,OUT013,0.2327
DRH36,OUT049,0.0819
NCR30,OUT035,0.0878
FDB03,OUT019,0.0256
FDZ28,OUT027,0.2249
FDR35,OUT017,0.261
DRD15,OUT027,0.4686
FDJ33,OUT019,0.0256
FDA56,OUT010,0.0256
FDP56,OUT046,0.0564
NCT30,OUT046,0.0598
FDK15,OUT017,0.1282
FDH44,OUT018,0.1571
FDV01,OUT013,0.1881
DRG03,OUT017,0.1975
FDG50,OUT027,0.1779
FDR16,OUT010,0.0256
FDZ60,OUT046,0.1274
DRG03,OUT045,0.186
FDS56,OUT018,0.2876
FDU33,OUT045,0.0599
DRD27,OUT035,0.1188
FDW22,OUT046,0.2736
DRA24,OUT045,0.202
FDF38,OUT049,0.0411
FDX48,OUT013,0.1896
FDS58,OUT018,0.1772
FDC32,OUT046,0.1119
NCQ29,OUT045,0.3235
DRK39,OUT018,0.0879
NCS38,OUT017,0.141
DRO47,OUT013,0.1317
DRG27,OUT027,0.098
FDC57,OUT027,0.3797
FDS55,OUT046,0.1762
NCJ06,OUT018,0.1209
FDO01,OUT019,0.0256
NCM55,OUT045,0.2299
FDC52,OUT049,0.1984
FDQ15,OUT045,0.0984
NCT30,OUT027,0.1067
NCR42,OUT027,0.0855
FDD28,OUT035,0.066
FDQ34,OUT049,0.1288
FDZ12,OUT027,0.2809
DRE13,OUT019,0.0256
NCN07,OUT019,0.0256
FDM28,OUT035,0.2289
FDI10,OUT017,0.2281
FDQ25,OUT013,0.2183
FDA38,OUT010,0.0256
DRI13,OUT049,0.2858
FDY20,OUT027,0.1764
NCZ53,OUT035,0.2328
NCM31,OUT013,0.1656
DRB01,OUT017,0.2315
DRF37,OUT046,0.2983
NCF42,OUT049,0.2242
FDF16,OUT018,0.1554
FDB41,OUT013,0.0471
FDR34,OUT013,0.2871
FDR15,OUT018,0.1702
NCV42,OUT019,0.0256
FDW51,OUT035,0.2649
FDU36,OUT017,0.1137
FDX60,OUT049,0.0991
FDY03,OUT035,0.1407
FDW55,OUT045,0.3054
FDT01,OUT010,0.0256
FDG58,OUT013,0.1926
FDK21,OUT017,0.3082
NCS41,OUT019,0.0256
FDS10,OUT045,0.2234
NCT53,OUT046,0.1983
FDJ28,OUT018,0.2098
FDX44,OUT045,0.1028
FDT20,OUT018,0.0377
FDO44,OUT017,0.1403
NCX17,OUT049,0.2982
FDY01,OUT017,0.1523
FDJ12,OUT027,0.4465
DRK35,OUT018,0.0389
FDD47,OUT019,0.0256
NCM53,OUT035,0.1282
FDO45,OUT013,0.1017
NCM42,OUT010,0.0256
FDE04,OUT046,0.225
NCI30,OUT027,0.4909
FDZ19,OUT013,0.2124
FDW57,OUT013,0.2268
FDA25,OUT013,0.1213
FDT22,OUT046,0.0768
FDP51,OUT013,0.1429
FDD48,OUT027,0.247
FDY39,OUT035,0.227
FDO48,OUT010,0.0256
FDD23,OUT027,0.3871
DRN35,OUT027,0.0896
FDT01,OUT035,0.2707
FDC20,OUT010,0.0256
DRJ35,OUT035,0.0726
FDB32,OUT046,0.1096
FDL24,OUT046,0.2191
NCV42,OUT035,0.1225
FDZ46,OUT046,0.1316
FDC15,OUT013,0.1843
FDD08,OUT019,0.0256
FDY50,OUT049,0.1089
FDD36,OUT013,0.1405
FDG57,OUT027,0.1029
FDL21,OUT018,0.036
FDN16,OUT027,0.2029
FDJ09,OUT027,0.0976
FDS01,OUT010,0.0256
FDV33,OUT017,0.3261
DRE12,OUT017,0.1205
FDR07,OUT013,0.1105
FDP48,OUT010,0.0256
NCB55,OUT035,0.0755
FDQ08,OUT013,0.0544
FDR34,OUT035,0.2882
FDO33,OUT046,0.1339
FDP13,OUT045,0.0517
FDX12,OUT049,0.3059
NCT06,OUT049,0.2117
FDR16,OUT019,0.0256
FDE36,OUT046,0.2084
FDZ36,OUT049,0.2463
FDV13,OUT045,0.1033
NCZ17,OUT035,0.044
FDU56,OUT045,0.2268
FDM09,OUT035,0.2193
FDV02,OUT017,0.2239
FDS34,OUT018,0.1171
FDA11,OUT049,0.1175
FDP09,OUT017,0.2727
FDB29,OUT027,0.2139
FDT19,OUT017,0.2269
DRH15,OUT017,0.0575
FDY38,OUT046,0.2802
FDF14,OUT027,0.272
FDN48,OUT010,0.0256
FDQ12,OUT013,0.3063
NCJ43,OUT045,0.1895
FDE17,OUT019,0.0256
FDB05,OUT035,0.2879
FDH10,OUT045,0.2369
NCR06,OUT017,0.0432
FDU32,OUT018,0.1254
FDD56,OUT049,0.224
FDO36,OUT018,0.1945
FDH16,OUT010,0.0256
FDX10,OUT018,0.0411
FDZ37,OUT017,0.1158
FDU31,OUT010,0.0256
DRC49,OUT049,0.1778
FDL15,OUT045,0.1831
FDN32,OUT019,0.0256
DRH59,OUT027,0.1591
NCU29,OUT049,0.1859
FDR37,OUT019,0.0256
FDS14,OUT018,0.1662
FDU02,OUT027,0.4791
FDJ08,OUT035,0.2422
NCZ06,OUT045,0.3075
FDO31,OUT049,0.102
FDH31,OUT018,0.1055
FDS58,OUT017,0.2141
NCA53,OUT027,0.1098
FDF50,OUT046,0.2354
NCW42,OUT049,0.2887
NCQ17,OUT045,0.1836
FDK51,OUT018,0.2836
NCW41,OUT010,0.0256
NCR29,OUT017,0.0652
FDB08,OUT019,0.0256
FDA40,OUT027,0.1542
FDL14,OUT018,0.1731
FDB47,OUT046,0.2532
FDO03,OUT035,0.29
DRK13,OUT019,0.0256
FDX13,OUT010,0.0256
FDF52,OUT046,0.2248
FDT11,OUT013,0.2451
FDB08,OUT013,0.1903
FDQ28,OUT018,0.1684
FDD29,OUT045,0.314
NCQ29,OUT027,0.4826
NCO02,OUT013,0.0736
FDR56,OUT010,0.0256
NCM54,OUT049,0.153
FDP51,OUT035,0.1465
FDT38,OUT013,0.0945
FDZ20,OUT018,0.2756
FDJ53,OUT013,0.1424
FDX13,OUT049,0.3394
FDP58,OUT035,0.2775
NCK31,OUT019,0.0256
FDA35,OUT018,0.1297
FDV37,OUT018,0.2236
NCO07,OUT027,0.431
FDA20,OUT045,0.2084
FDZ59,OUT035,0.2117
NCY17,OUT017,0.0582
FDQ28,OUT035,0.1951
FDV35,OUT017,0.1969
FDQ36,OUT013,0.0474
FDD34,OUT018,0.1749
FDK51,OUT045,0.3188
FDV31,OUT035,0.2155
FDR04,OUT035,0.1097
FDR14,OUT049,0.0748
DRC36,OUT010,0.0256
FDE39,OUT019,0.0256
FDP57,OUT049,0.1264
FDE57,OUT046,0.171
NCN18,OUT046,0.1334
NCQ05,OUT018,0.1575
FDW47,OUT035,0.1461
FDV46,OUT035,0.1691
NCP29,OUT045,0.0778
FDE09,OUT018,0.1142
NCU06,OUT027,0.4823
FDT19,OUT010,0.0256
DRF15,OUT017,0.1965
DRI51,OUT013,0.2099
NCX54,OUT013,0.1228
DRE01,OUT013,0.325
NCB07,OUT045,0.2409
FDU50,OUT035,0.1404
FDG40,OUT035,0.0398
FDW10,OUT018,0.1867
FDX51,OUT013,0.2527
NCP17,OUT045,0.0634
FDP21,OUT035,0.2409
FDL04,OUT045,0.1232
FDV23,OUT013,0.145
FDF24,OUT046,0.0969
FDH56,OUT027,0.2386
FDB51,OUT049,0.0709
FDI58,OUT027,0.1996
FDR20,OUT013,0.0413
FDC51,OUT018,0.1307
FDB16,OUT027,0.1768
FDE40,OUT049,0.0695
NCM17,OUT035,0.0514
FDU56,OUT035,0.2348
FDS32,OUT019,0.0256
FDX02,OUT049,0.2947
FDT39,OUT027,0.297
FDE35,OUT017,0.0688
NCI42,OUT019,0.0256
DRL23,OUT046,0.1256
FDA10,OUT046,0.1431
FDA11,OUT013,0.1119
NCM06,OUT046,0.187
NCT05,OUT035,0.3216
NCQ02,OUT010,0.0256
NCY06,OUT049,0.1598
FDY56,OUT035,0.2821
FDL02,OUT035,0.1295
NCI06,OUT035,0.2244
FDQ14,OUT045,0.174
FDQ12,OUT017,0.2963
FDP36,OUT046,0.0596
FDK21,OUT027,0.4592
FDO40,OUT045,0.1772
NCK54,OUT019,0.0256
FDY09,OUT018,0.1908
NCW30,OUT049,0.3471
NCC55,OUT027,0.0903
FDE58,OUT018,0.1186
FDR39,OUT013,0.2271
FDU28,OUT049,0.2397
FDH08,OUT017,0.2816
FDG35,OUT045,0.2186
FDG22,OUT049,0.0382
FDC34,OUT035,0.1964
FDP15,OUT018,0.2761
FDK34,OUT010,0.0256
FDU45,OUT035,0.1451
FDQ04,OUT027,0.088
FDX22,OUT018,0.2395
FDB45,OUT017,0.1295
NCH43,OUT027,0.4435
DRE60,OUT046,0.2689
FDD17,OUT027,0.4525
NCM54,OUT017,0.1621
NCH55,OUT013,0.1498
NCT06,OUT017,0.215
FDA48,OUT027,0.4722
FDY58,OUT027,0.4699
FDO25,OUT045,0.2356
FDN50,OUT045,0.1133
FDH35,OUT035,0.2054
FDK09,OUT045,0.2834
FDO16,OUT013,0.0916
FDW11,OUT045,0.0724
FDU47,OUT027,0.2869
NCQ42,OUT010,0.0256
FDK55,OUT027,0.1718
FDN08,OUT049,0.1482
FDT57,OUT045,0.2964
FDJ12,OUT018,0.2361
DRL59,OUT017,0.0527
NCN53,OUT046,0.0435
FDO51,OUT010,0.0256
FDK56,OUT017,0.2409
FDY12,OUT035,0.0697
FDU15,OUT035,0.04
FDQ19,OUT046,0.2898
DRF15,OUT045,0.1854
DRE25,OUT019,0.0256
FDK57,OUT018,0.1223
FDD33,OUT010,0.0256
FDR34,OUT027,0.4719
FDU04,OUT045,0.1352
FDE35,OUT019,0.0256
NCD31,OUT035,0.2042
FDJ56,OUT035,0.1188
NCU53,OUT046,0.1982
FDD39,OUT035,0.272
NCU17,OUT019,0.0256
FDJ20,OUT046,0.1498
NCW41,OUT018,0.1648
FDL52,OUT035,0.0447
FDS39,OUT035,0.1582
DRJ47,OUT045,0.2128
FDP13,OUT010,0.0256
DRK39,OUT010,0.0256
FDF28,OUT010,0.0256
FDB09,OUT045,0.1478
FDM51,OUT046,0.1245
DRM49,OUT018,0.0515
DRF23,OUT013,0.2028
DRH01,OUT035,0.2155
FDH12,OUT027,0.2252
FDA28,OUT019,0.0256
FDW37,OUT018,0.0927
FDF02,OUT046,0.1242
DRL37,OUT046,0.0472
NCF43,OUT046,0.1709
FDH08,OUT010,0.0256
FDR34,OUT019,0.0256
NCK19,OUT049,0.2595
NCD55,OUT018,0.0379
FDT27,OUT049,0.3062
FDQ57,OUT045,0.161
FDA47,OUT035,0.2071
DRG15,OUT027,0.12
FDE05,OUT018,0.1571
FDN46,OUT046,0.1265
FDX27,OUT027,0.1518
FDT51,OUT045,0.1352
FDU33,OUT013,0.0549
FDJ16,OUT027,0.1269
FDD20,OUT019,0.0256
FDT36,OUT049,0.0428
DRF15,OUT027,0.3086
FDN52,OUT010,0.0256
FDC22,OUT027,0.4186
FDX15,OUT045,0.1917
FDT13,OUT013,0.2382
FDU04,OUT017,0.1486
FDU31,OUT019,0.0256
FDW59,OUT027,0.1819
NCO29,OUT046,0.2026
FDL15,OUT035,0.1883
FDI41,OUT049,0.1838
FDQ48,OUT049,0.1229
DRI39,OUT013,0.0607
FDI08,OUT013,0.3107
FDC21,OUT049,0.1381
FDF58,OUT035,0.0664
FDS08,OUT010,0.0256
FDE47,OUT045,0.1455
NCP18,OUT019,0.0256
NCR41,OUT013,0.1093
FDA27,OUT013,0.311
FDA43,OUT035,0.2447
FDA49,OUT045,0.1007
NCE55,OUT018,0.1916
DRM49,OUT027,0.101
FDF22,OUT027,0.4292
FDQ15,OUT018,0.0841
NCS54,OUT017,0.2303
NCY05,OUT013,0.0394
FDR45,OUT046,0.2847
FDK57,OUT049,0.1498
FDF41,OUT010,0.0256
FDV21,OUT046,0.1481
FDD51,OUT046,0.0591
FDF33,OUT046,0.1327
FDA38,OUT046,0.2775
FDR56,OUT045,0.2451
NCN41,OUT017,0.1549
FDC60,OUT027,0.1788
FDB47,OUT045,0.249
DRH01,OUT013,0.216
FDW08,OUT046,0.126
FDF38,OUT027,0.0875
FDY32,OUT017,0.197
FDG34,OUT049,0.1388
FDG47,OUT019,0.0256
NCF18,OUT035,0.2387
FDL39,OUT019,0.0256
NCH55,OUT035,0.1535
DRJ35,OUT049,0.0683
FDS44,OUT035,0.2982
DRE01,OUT018,0.2635
FDY39,OUT013,0.2379
FDY32,OUT018,0.1703
FDR33,OUT027,0.2132
NCP50,OUT049,0.092
FDZ47,OUT018,0.1008
FDU57,OUT049,0.1976
FDY44,OUT013,0.2487
DRH59,OUT018,0.0738
FDB03,OUT027,0.4887
FDY46,OUT045,0.2304
FDM39,OUT045,0.1927
FDY36,OUT035,0.0867
NCM55,OUT035,0.2332
FDJ50,OUT010,0.0256
DRL60,OUT013,0.1837
NCJ54,OUT049,0.3159
FDX59,OUT017,0.0419
FDI07,OUT013,0.2566
DRF51,OUT010,0.0256
FDM14,OUT017,0.1404
FDP21,OUT045,0.2357
FDE40,OUT035,0.0759
FDE05,OUT035,0.1879
FDM13,OUT027,0.2334
FDC34,OUT027,0.3182
NCI55,OUT018,0.1245
NCE43,OUT018,0.1789
FDW58,OUT018,0.1057
FDG60,OUT045,0.287
FDV31,OUT017,0.2256
FDR47,OUT013,0.244
FDM60,OUT019,0.0256
NCF06,OUT018,0.281
NCN26,OUT027,0.2506
FDQ59,OUT049,0.1083
FDF09,OUT046,0.0431
NCS06,OUT017,0.3254
FDT44,OUT046,0.1397
FDI19,OUT017,0.312
FDT22,OUT017,0.079
NCF54,OUT027,0.347
DRG25,OUT045,0.2281
FDB59,OUT017,0.2572
FDQ37,OUT017,0.2507
FDP56,OUT035,0.0537
FDW44,OUT035,0.2219
FDJ26,OUT010,0.0256
FDU43,OUT018,0.2649
FDW33,OUT045,0.1211
NCX53,OUT027,0.2851
FDN56,OUT010,0.0256
DRF15,OUT049,0.1905
FDO33,OUT017,0.1457
FDZ39,OUT010,0.0256
NCJ19,OUT017,0.0669
FDU01,OUT035,0.2359
FDT12,OUT035,0.2793
NCM18,OUT018,0.0597
FDP19,OUT017,0.1617
NCR42,OUT049,0.0396
FDN10,OUT046,0.1425
FDG44,OUT017,0.0687
FDQ10,OUT046,0.2107
DRH13,OUT049,0.1302
FDT52,OUT013,0.3204
FDM56,OUT045,0.1301
NCO43,OUT010,0.0256
NCV29,OUT035,0.2241
NCF06,OUT013,0.346
FDO50,OUT035,0.1117
FDT59,OUT013,0.3032
FDX40,OUT027,0.0881
FDE50,OUT017,0.2452
FDX51,OUT017,0.2618
NCD30,OUT018,0.0969
FDK15,OUT013,0.1189
FDL12,OUT045,0.0741
FDK46,OUT017,0.326
DRH49,OUT010,0.0256
FDQ57,OUT046,0.1779
FDY59,OUT017,0.1163
FDO09,OUT018,0.2839
NCG30,OUT035,0.1515
FDM09,OUT017,0.2246
NCN17,OUT027,0.2183
NCS42,OUT013,0.1064
FDD02,OUT019,0.0256
FDE34,OUT013,0.2316
FDU38,OUT045,0.2364
FDB33,OUT046,0.1915
NCJ29,OUT017,0.1106
FDZ27,OUT035,0.0508
FDI40,OUT013,0.1211
FDG22,OUT013,0.038
FDT51,OUT017,0.1468
FDF20,OUT018,0.2193
FDV50,OUT035,0.1476
FDT02,OUT049,0.0396
DRC49,OUT017,0.1798
FDF26,OUT049,0.1986
FDV52,OUT035,0.1461
FDX59,OUT049,0.0412
FDV25,OUT035,0.2557
FDW23,OUT027,0.084
FDE53,OUT018,0.1107
FDA19,OUT017,0.1566
FDH22,OUT046,0.1487
NCO41,OUT013,0.1139
FDX12,OUT017,0.301
FDF17,OUT013,0.2421
FDS11,OUT045,0.2753
FDR51,OUT035,0.1881
FDT49,OUT010,0.0256
FDC56,OUT013,0.1393
FDR13,OUT027,0.2442
FDQ60,OUT035,0.1481
FDN38,OUT049,0.332
NCL29,OUT013,0.193
FDO13,OUT027,0.2992
FDE26,OUT018,0.1489
FDA31,OUT010,0.0256
FDX14,OUT035,0.0928
FDA34,OUT045,0.2138
FDF26,OUT013,0.1923
FDE38,OUT045,0.1797
DRI11,OUT046,0.1371
FDQ60,OUT027,0.2429
FDL21,OUT027,0.0827
DRC12,OUT027,0.3993
FDC47,OUT046,0.2722
FDE57,OUT045,0.1627
FDT14,OUT045,0.1459
NCZ53,OUT046,0.2341
FDE28,OUT018,0.2581
FDR19,OUT035,0.1804
NCF54,OUT019,0.0256
FDZ08,OUT046,0.1038
NCJ05,OUT018,0.1605
FDF59,OUT046,0.152
NCO05,OUT035,0.1152
FDW24,OUT018,0.0459
NCX42,OUT018,0.1794
NCA53,OUT035,0.0494
FDI45,OUT019,0.0256
FDG46,OUT046,0.1413
FDM20,OUT010,0.0256
FDW11,OUT010,0.0256
FDX08,OUT035,0.2276
NCK17,OUT035,0.0449
FDK32,OUT018,0.163
NCA42,OUT035,0.1813
DRI01,OUT035,0.2025
NCL55,OUT049,0.343
DRE25,OUT018,0.0964
FDD14,OUT017,0.2346
FDB10,OUT046,0.2807
DRN11,OUT035,0.1644
FDP38,OUT018,0.0449
NCA30,OUT017,0.2434
FDT15,OUT017,0.2461
NCP55,OUT018,0.046
FDF12,OUT035,0.1732
FDM21,OUT018,0.2768
FDX56,OUT035,0.2613
FDF10,OUT017,0.1896
FDT32,OUT045,0.2363
FDM51,OUT018,0.1059
NCR50,OUT018,0.1612
FDI19,OUT049,0.3204
FDX21,OUT017,0.1286
FDR31,OUT035,0.1817
FDY02,OUT013,0.3424
NCA29,OUT045,0.2066
NCX17,OUT046,0.2738
FDM12,OUT045,0.2382
FDI53,OUT027,0.3375
NCU30,OUT049,0.2013
FDC56,OUT027,0.2314
FDK27,OUT018,0.1268
NCK18,OUT017,0.2143
FDB52,OUT019,0.0256
DRG25,OUT027,0.3764
FDZ13,OUT049,0.0701
FDB57,OUT019,0.0256
FDR40,OUT046,0.102
NCO14,OUT019,0.0256
NCN19,OUT045,0.2383
FDQ28,OUT019,0.0256
FDO13,OUT018,0.1759
FDK48,OUT013,0.0881
FDU07,OUT018,0.1597
FDW20,OUT046,0.1463
FDV12,OUT010,0.0256
FDH24,OUT013,0.1903
FDV59,OUT049,0.2879
FDK57,OUT045,0.139
FDL16,OUT027,0.0998
NCQ17,OUT046,0.1875
FDJ15,OUT018,0.2084
FDX24,OUT049,0.1147
FDT47,OUT046,0.1221
FDT10,OUT049,0.0643
FDZ37,OUT018,0.0907
FDW43,OUT027,0.4691
DRN36,OUT017,0.1219
FDJ14,OUT045,0.0987
FDA32,OUT013,0.2845
FDJ38,OUT019,0.0256
FDQ57,OUT017,0.1771
NCQ41,OUT019,0.0256
FDG56,OUT049,0.0672
DRC13,OUT027,0.2605
FDV55,OUT035,0.1774
FDQ49,OUT045,0.1937
FDE29,OUT010,0.0256
FDR03,OUT013,0.2626
FDD45,OUT049,0.116
FDN38,OUT010,0.0256
FDT56,OUT046,0.0712
FDT48,OUT045,0.2135
FDU03,OUT049,0.2319
FDC56,OUT010,0.0256
NCO43,OUT027,0.1747
FDQ27,OUT017,0.1322
FDR03,OUT046,0.2562
DRH23,OUT010,0.0256
FDG22,OUT045,0.04
NCJ42,OUT013,0.1177
FDR24,OUT046,0.1113
FDW60,OUT035,0.2199
FDJ08,OUT013,0.2441
DRL59,OUT018,0.042
FDG60,OUT010,0.0256
FDW27,OUT017,0.2005
FDX14,OUT018,0.078
FDC20,OUT013,0.0553
NCS29,OUT018,0.2836
FDJ56,OUT046,0.1215
FDB20,OUT019,0.0256
FDL28,OUT027,0.4777
FDW01,OUT018,0.1579
FDL03,OUT046,0.246
FDX22,OUT049,0.2811
FDJ21,OUT035,0.183
FDR31,OUT045,0.1788
FDG21,OUT035,0.1894
FDS22,OUT027,0.0849
FDK08,OUT035,0.1263
FDE17,OUT018,0.1622
NCN30,OUT017,0.1207
FDT50,OUT046,0.1233
NCX42,OUT049,0.2072
FDJ12,OUT035,0.267
NCA18,OUT027,0.2476
FDP23,OUT019,0.0256
FDX12,OUT013,0.3011
FDN40,OUT018,0.1605
FDV48,OUT035,0.0981
NCY54,OUT013,0.212
