"Item_Weight","Item_Fat_Content_Low Fat","Item_Fat_Content_Regular","Item_Visibility","Item_MRP","Outlet_Size_High","Outlet_Size_Medium","Outlet_Size_Small","Outlet_Location_Type_Tier 1","Outlet_Location_Type_Tier 2","Outlet_Location_Type_Tier 3","Outlet_Type_Grocery Store","Outlet_Type_Supermarket Type1","Outlet_Type_Supermarket Type2","Outlet_Type_Supermarket Type3","Outlet_Years","Item_Outlet_Sales"
11.6,1,0,0.038597077,57.9272,0,0,1,0,1,0,0,1,0,0,11,615.1992
16.75,1,0,0.029799965,39.1822,0,0,1,0,1,0,0,1,0,0,11,314.2576
12.15,1,0,0.011314423,122.973,0,0,1,0,0,1,1,0,0,0,15,123.173
14.7,1,0,0.072410764,48.2034,0,1,0,1,0,0,0,1,0,0,14,1020.6714
20,0,1,0.028118435,46.7744,0,0,1,0,1,0,0,1,0,0,9,1222.4088
12.35,1,0,0.163350221,120.2124,0,0,1,1,0,0,1,0,0,0,28,474.0496
7.39,1,0,0.093307713,250.9066,0,0,1,0,1,0,0,1,0,0,6,1506.0396
20.75,0,1,0.105994654,150.5682,0,0,1,0,0,1,1,0,0,0,15,762.341
9.3,1,0,0.067055339,184.2292,0,1,0,0,0,1,0,0,1,0,4,1277.0044
10.195,1,0,0.107376743,147.6076,0,0,1,0,1,0,0,1,0,0,9,3547.3824
7.52,0,1,0.043810028,181.395,0,1,0,0,0,1,0,0,0,1,28,6042.135
7.68,1,0,0.118672537,192.2162,0,0,1,0,0,1,1,0,0,0,15,384.8324
10.195,1,0,0.126897925,110.6886,0,1,0,0,0,1,0,0,1,0,4,1223.0746
9.3,0,1,0.014076503,200.0084,0,1,0,0,0,1,0,0,1,0,4,2182.4924
8.895,0,1,0.088305478,123.473,0,0,1,0,1,0,0,1,0,0,9,1478.076
16,1,0,0.090153756,143.2154,0,0,1,0,1,0,0,1,0,0,11,1418.154
19.2,1,0,0.182501773,239.2196,1,0,0,0,0,1,0,1,0,0,26,5061.4116
20.75,1,0,0.108710162,161.7578,0,0,1,1,0,0,0,1,0,0,16,2888.2404
11.65,0,1,0.058446424,172.1422,0,1,0,0,0,1,0,0,0,1,28,5518.1504
13.5,1,0,0.054990009,35.2874,0,0,1,1,0,0,0,1,0,0,16,741.0354
12.65,0,1,0.15528831,241.7538,0,1,0,0,0,1,0,0,0,1,28,9133.4444
19.7,0,1,0.018021361,101.199,0,0,1,0,1,0,0,1,0,0,9,1857.582
6.095,1,0,0.0816559,143.3154,0,0,1,0,1,0,0,1,0,0,6,2836.308
8.21,1,0,0.010755465,150.8392,1,0,0,0,0,1,0,1,0,0,26,2982.784
17.7,1,0,0.050111641,165.9816,0,0,1,0,0,1,1,0,0,0,15,167.7816
18.1,1,0,0.048931174,127.3336,0,0,1,0,1,0,0,1,0,0,9,1150.5024
5.695,1,0,0.065960909,259.2646,0,0,1,0,1,0,0,1,0,0,6,9275.9256
20.25,1,0,0.036319195,219.3482,0,0,1,0,1,0,0,1,0,0,9,5038.1086
20.7,1,0,0.039055756,152.3366,0,1,0,0,0,1,0,0,0,1,28,2115.9124
19.35,0,1,0.049395242,80.3644,0,1,0,0,0,1,0,0,0,1,28,1885.5456
8.185,1,0,0.038789271,115.6808,0,1,0,1,0,0,0,1,0,0,14,703.0848
18.2,1,0,0.012659235,140.718,0,1,0,0,0,1,0,0,1,0,4,2656.542
19.25,1,0,0.108010006,33.3558,0,0,1,0,1,0,0,1,0,0,9,713.0718
14.5,1,0,0.061934991,154.4998,1,0,0,0,0,1,0,1,0,0,26,1691.7978
9.5,0,1,0.104421237,80.196,1,0,0,0,0,1,0,1,0,0,26,2157.192
19.85,1,0,0.053980686,196.8768,1,0,0,0,0,1,0,1,0,0,26,2561.9984
8.655,0,1,0.088121336,119.7756,1,0,0,0,0,1,0,1,0,0,26,2059.9852
10.195,1,0,0.126359196,109.2886,0,0,1,0,1,0,0,1,0,0,9,1334.2632
17.75,1,0,0.034584356,248.375,0,1,0,0,0,1,0,0,0,1,28,10236.675
14,0,1,0.031267496,51.464,0,0,1,1,0,0,0,1,0,0,16,692.432
8.39,0,1,0.024304264,114.0176,0,1,0,0,0,1,0,0,1,0,4,1488.7288
11.65,1,0,0.040144377,228.9694,0,0,1,0,1,0,0,1,0,0,6,6622.7126
14.5,0,1,0.063851475,260.4594,0,0,1,0,1,0,0,1,0,0,9,3139.9128
7.825,1,0,0.079243005,65.8826,0,1,0,0,0,1,0,0,0,1,28,1614.565
18.2,1,0,0.161355122,38.319,1,0,0,0,0,1,0,1,0,0,26,585.904
15.7,0,1,0.02748331,169.379,0,1,0,0,0,1,0,0,0,1,28,5602.707
10.85,1,0,0.028738058,117.1808,0,0,1,0,1,0,0,1,0,0,11,703.0848
17.25,1,0,0.073135768,77.2986,0,1,0,0,0,1,0,0,1,0,4,1012.6818
13.65,0,1,0.081096613,261.2936,0,0,1,0,1,0,0,1,0,0,6,3131.9232
12.15,1,0,0.063430788,65.4826,0,0,1,0,0,1,1,0,0,0,15,258.3304
13.1,1,0,0.037549969,176.1054,1,0,0,0,0,1,0,1,0,0,26,4027.4242
13.6,1,0,0.016726506,176.037,0,0,1,0,0,1,1,0,0,0,15,352.874
20.1,0,1,0.054565932,152.2366,0,0,1,0,1,0,0,1,0,0,11,2418.1856
16.35,1,0,0.029445361,257.6646,0,0,1,1,0,0,0,1,0,0,16,2061.3168
7.275,1,0,0.048932713,144.476,0,0,1,1,0,0,1,0,0,0,28,146.476
6.235,1,0,0.118651919,263.991,0,0,1,0,1,0,0,1,0,0,9,4207.856
8.42,1,0,0.112728355,65.8168,0,1,0,0,0,1,0,0,1,0,4,830.9184
10,1,0,0.156094569,144.3102,0,0,1,1,0,0,1,0,0,0,28,145.8102
9.5,0,1,0.104933928,78.796,0,1,0,0,0,1,0,0,1,0,4,1198.44
12.5,0,1,0.12341737,86.0198,0,0,1,0,0,1,1,0,0,0,15,87.2198
12.6,0,1,0.062700289,102.199,0,0,1,1,0,0,0,1,0,0,16,1960.781
16.85,1,0,0.139417654,147.476,0,0,1,1,0,0,0,1,0,0,16,2929.52
19.7,0,1,0.01612717,189.3556,0,1,0,0,0,1,0,0,0,1,28,2253.0672
6.635,0,1,0.077145553,39.8506,0,0,1,0,0,1,1,0,0,0,15,75.9012
20.2,0,1,0.039215075,157.663,1,0,0,0,0,1,0,1,0,0,26,2190.482
14.1,1,0,0.089859642,140.2496,0,0,1,0,1,0,0,1,0,0,11,1693.7952
15.15,0,1,0.066121873,145.676,1,0,0,0,0,1,0,1,0,0,26,3661.9
13.65,0,1,0.026643448,37.9532,0,1,0,1,0,0,0,1,0,0,14,862.8768
20.2,1,0,0.073879939,94.0462,0,1,0,0,0,1,0,0,0,1,28,1850.924
15.85,1,0,0.08139146,177.837,0,1,0,0,0,1,0,0,0,1,28,6351.732
8.89,1,0,0.005448005,102.1016,0,1,0,0,0,1,0,0,0,1,28,3542.056
12.15,1,0,0.028714747,151.9708,0,1,0,0,0,1,0,0,1,0,4,3611.2992
4.61,1,0,0.122058364,172.8396,0,1,0,0,0,1,0,0,0,1,28,7152.0236
13.5,0,1,0.125528734,262.191,0,0,1,0,1,0,0,1,0,0,11,6048.793
17.5,0,1,0.007555176,145.9102,0,0,1,0,1,0,0,1,0,0,11,2187.153
5,1,0,0.077046505,189.453,0,0,1,1,0,0,1,0,0,0,28,759.012
7.85,1,0,0.162980276,145.2444,0,0,1,1,0,0,0,1,0,0,16,1451.444
9.695,1,0,0.029632784,159.692,0,0,1,0,1,0,0,1,0,0,11,958.752
17.5,1,0,0.013634468,256.4304,0,0,1,0,1,0,0,1,0,0,9,1808.3128
9.195,0,1,0.064376263,83.1566,0,0,1,0,1,0,0,1,0,0,6,1099.2358
12.1,1,0,0.147663025,106.028,0,1,0,0,0,1,0,0,0,1,28,1810.976
21.1,1,0,0.029003459,143.4786,0,0,1,0,1,0,0,1,0,0,9,2311.6576
10.195,1,0,0.107834541,146.5076,0,1,0,0,0,1,0,0,1,0,4,1330.2684
17.85,1,0,0.146399663,93.8436,0,0,1,0,1,0,0,1,0,0,9,1418.154
15.6,0,1,0.04575559,167.1132,0,0,1,0,1,0,0,1,0,0,9,2874.9244
16.1,0,1,0.063278652,182.1318,1,0,0,0,0,1,0,1,0,0,26,2345.6134
13.3,1,0,0.063664998,151.6708,0,1,0,1,0,0,0,1,0,0,14,3912.2408
12.85,1,0,0.122221269,45.9428,0,1,0,0,0,1,0,0,1,0,4,1274.3412
11.5,1,0,0.014944614,171.808,0,0,1,0,1,0,0,1,0,0,6,5712.564
16.25,1,0,0.025732114,166.4474,0,0,1,0,1,0,0,1,0,0,9,5390.3168
14.65,1,0,0.171281641,54.0614,0,0,1,0,1,0,0,1,0,0,6,1160.4894
13.15,1,0,0.024646608,177.4686,0,0,1,0,1,0,0,1,0,0,9,5510.8266
8.895,1,0,0.1022,42.0138,0,1,0,0,0,1,0,0,1,0,4,568.5932
15.7,1,0,0.075661985,181.366,0,0,1,0,0,1,1,0,0,0,15,179.766
16.75,1,0,0.126765903,35.7532,0,0,1,0,0,1,1,0,0,0,15,143.8128
10.3,0,1,0.030563449,114.4176,0,0,1,0,1,0,0,1,0,0,9,2633.9048
8.05,0,1,0.078522357,257.1646,0,1,0,1,0,0,0,1,0,0,14,6183.9504
18.6,1,0,0.039294854,246.6802,0,0,1,1,0,0,0,1,0,0,16,2702.4822
20.75,1,0,0.089260667,193.4478,0,0,1,1,0,0,0,1,0,0,16,4843.695
13.5,1,0,0.05510153,37.0874,0,0,1,0,1,0,0,1,0,0,11,952.7598
8.18,1,0,0.013127548,142.0154,0,0,1,0,1,0,0,1,0,0,9,1985.4156
17.25,1,0,0.042233642,173.3764,0,0,1,0,1,0,0,1,0,0,9,2061.3168
20,1,0,0.081492092,35.519,0,0,1,0,1,0,0,1,0,0,11,1025.332
16.5,0,1,0.0822,96.2068,0,0,1,1,0,0,0,1,0,0,16,3013.4108
9.8,0,1,0.14061104,49.8008,0,0,1,1,0,0,0,1,0,0,16,809.6128
17.25,1,0,0.072952298,76.0986,0,1,0,1,0,0,0,1,0,0,14,623.1888
15.85,1,0,0.069087481,218.7166,0,0,1,0,1,0,0,1,0,0,9,1088.583
14.6,0,1,0.075215349,108.4254,0,0,1,1,0,0,1,0,0,0,28,217.0508
18,1,0,0.047645037,172.6422,0,0,1,0,1,0,0,1,0,0,6,2931.5174
7.435,1,0,0.122242847,207.5638,0,1,0,0,0,1,0,0,0,1,28,4555.4036
16,1,0,0.076975118,46.2086,0,1,0,1,0,0,0,1,0,0,14,490.6946
4.59,1,0,0.070890602,111.686,0,1,0,1,0,0,0,1,0,0,14,1584.604
11.85,1,0,0.132560174,97.2726,1,0,0,0,0,1,0,1,0,0,26,782.9808
13,0,1,0.044767032,173.7054,0,1,0,0,0,1,0,0,0,1,28,5778.4782
17.6,1,0,0.007962273,174.0422,0,1,0,0,0,1,0,0,0,1,28,5173.266
18.2,1,0,0.058799705,220.7456,0,0,1,0,1,0,0,1,0,0,6,4420.912
7.825,1,0,0.186445212,255.5698,0,0,1,0,1,0,0,1,0,0,11,1522.0188
13.85,0,1,0.098606543,232.73,0,0,1,1,0,0,1,0,0,0,28,932.12
8.895,1,0,0.125222705,113.3544,0,1,0,0,0,1,0,0,1,0,4,1006.6896
18.5,0,1,0.062609071,148.6418,0,0,1,0,1,0,0,1,0,0,6,1765.7016
14.85,0,1,0.009930514,157.463,1,0,0,0,0,1,0,1,0,0,26,2503.408
20.2,1,0,0.099428487,187.8898,0,1,0,0,0,1,0,0,0,1,28,7296.5022
7.51,1,0,0.103793399,110.1544,0,0,1,0,1,0,0,1,0,0,9,2684.5056
15.6,1,0,0.1665,111.9518,0,1,0,1,0,0,0,1,0,0,14,2163.1842
8.02,1,0,0.111419588,154.3998,0,0,1,0,1,0,0,1,0,0,9,3383.5956
11,1,0,0.106051405,124.4046,0,0,1,0,1,0,0,1,0,0,11,2241.0828
5.785,0,1,0.04016342,181.166,0,1,0,0,0,1,0,0,0,1,28,3415.554
17.5,1,0,0.026925385,264.391,0,0,1,0,1,0,0,1,0,0,11,5259.82
7.235,1,0,0.099962524,193.8452,0,0,1,1,0,0,0,1,0,0,16,1957.452
14.15,1,0,0.020614212,126.4046,0,1,0,0,0,1,0,0,0,1,28,5353.6978
17.7,1,0,0.050692386,125.6678,0,1,0,0,0,1,0,0,0,1,28,4832.3764
18,1,0,0.008589133,81.0618,0,0,1,0,1,0,0,1,0,0,6,1450.1124
16.1,1,0,0.023673342,189.0846,0,1,0,0,0,1,0,0,1,0,4,5350.3688
7.475,1,0,0.075881475,155.2656,0,0,1,0,1,0,0,1,0,0,11,2934.8464
16.5,1,0,0.061330521,178.7318,0,0,1,0,0,1,1,0,0,0,15,360.8636
11.35,1,0,0.030869612,49.8008,0,0,1,0,1,0,0,1,0,0,11,708.4112
16.1,0,1,0.024944396,95.441,0,0,1,0,1,0,0,1,0,0,9,2220.443
18.7,1,0,0.057654132,83.1566,0,0,1,0,1,0,0,1,0,0,11,1606.5754
8.645,1,0,0.143713508,96.641,0,0,1,0,1,0,0,1,0,0,11,868.869
17.1,1,0,0.032812669,147.1392,0,0,1,0,1,0,0,1,0,0,6,2237.088
9.8,0,1,0.045266806,36.9874,0,0,1,1,0,0,0,1,0,0,16,705.748
16.1,1,0,0.099747488,75.2328,0,1,0,0,0,1,0,0,0,1,28,1544.656
7.475,1,0,0.1446,242.9854,0,1,0,0,0,1,0,0,0,1,28,6767.1912
15.25,1,0,0.089742065,213.7192,1,0,0,0,0,1,0,1,0,0,26,1078.596
10.5,1,0,0.011351778,236.5248,0,0,1,0,1,0,0,1,0,0,6,4029.4216
5.82,1,0,0.081096613,170.379,0,0,1,0,1,0,0,1,0,0,6,1018.674
10,1,0,0.025827199,263.2226,0,0,1,1,0,0,0,1,0,0,16,3700.5164
5.5,1,0,0.0454,103.1016,0,0,1,0,1,0,0,1,0,0,11,2024.032
18.35,1,0,0.148938624,191.9504,0,0,1,0,0,1,1,0,0,0,15,767.0016
19,1,0,0.0173,211.0244,0,0,1,0,0,1,1,0,0,0,15,1482.0708
6.71,0,1,0.029535852,67.5142,1,0,0,0,0,1,0,1,0,0,26,593.2278
10.3,0,1,0.011143599,88.254,0,1,0,1,0,0,0,1,0,0,14,1125.202
18.35,1,0,0.014045832,222.7746,0,1,0,1,0,0,0,1,0,0,14,1570.6222
13.8,0,1,0.014730322,90.9172,0,0,1,0,1,0,0,1,0,0,9,2141.2128
10.5,0,1,0.026520107,144.8128,0,0,1,0,1,0,0,1,0,0,6,2157.192
20.75,0,1,0.083736551,178.7318,0,1,0,1,0,0,0,1,0,0,14,3428.2042
6.825,1,0,0.059557164,263.7226,0,1,0,0,0,1,0,0,0,1,28,6872.3876
9.895,0,1,0.028837829,117.8492,0,1,0,0,0,1,0,0,1,0,4,1506.0396
19.7,1,0,0.113669629,89.0198,0,0,1,1,0,0,1,0,0,0,28,174.4396
6.365,1,0,0.012865901,59.3536,0,0,1,1,0,0,1,0,0,0,28,122.5072
20,0,1,0.182236555,107.1622,0,0,1,1,0,0,1,0,0,0,28,211.7244
11.1,1,0,0.176069023,156.7604,1,0,0,0,0,1,0,1,0,0,26,1901.5248
10.1,0,1,0.053574075,223.7088,0,0,1,0,1,0,0,1,0,0,9,2684.5056
17.2,0,1,0.044063785,147.2418,0,0,1,1,0,0,1,0,0,0,28,294.2836
14,0,1,0.105573769,143.9812,0,1,0,0,0,1,0,0,1,0,4,1139.8496
11.35,1,0,0.030657949,50.5008,0,1,0,0,0,1,0,0,0,1,28,1012.016
9.395,0,1,0.172042892,139.9838,0,0,1,0,1,0,0,1,0,0,6,1966.7732
20.2,1,0,0.064052392,256.1646,0,1,0,0,0,1,0,0,0,1,28,7472.2734
19.25,0,1,0.034531702,142.2496,0,1,0,0,0,1,0,0,0,1,28,2399.5432
6.13,1,0,0.028365524,110.0912,0,1,0,1,0,0,0,1,0,0,14,1637.868
8.5,1,0,0.097866209,51.1324,0,0,1,0,1,0,0,1,0,0,9,1350.2424
11.8,0,1,0.01401884,178.1344,0,1,0,0,0,1,0,0,0,1,28,3747.1224
9.1,1,0,0.0416,114.4518,0,0,1,1,0,0,0,1,0,0,16,1593.9252
15.25,1,0,0.044539371,85.3198,0,0,1,0,0,1,1,0,0,0,15,261.6594
13.5,1,0,0.0207,179.9976,1,0,0,0,0,1,0,1,0,0,26,4889.6352
10.8,1,0,0.0564,72.338,0,1,0,1,0,0,0,1,0,0,14,805.618
15.2,1,0,0.050168354,95.3752,0,0,1,0,1,0,0,1,0,0,9,1438.128
19.35,0,1,0.040154087,164.6868,0,0,1,0,1,0,0,1,0,0,6,1146.5076
12.3,1,0,0.009364957,74.238,0,1,0,0,0,1,0,0,0,1,28,1171.808
11.5,0,1,0.037539164,106.9254,1,0,0,0,0,1,0,1,0,0,26,3038.7112
9.8,1,0,0.026992588,127.302,0,0,1,0,1,0,0,1,0,0,6,2277.036
7.475,1,0,0.076156245,156.4656,0,0,1,0,1,0,0,1,0,0,6,2008.0528
9.8,1,0,0.026192765,215.685,0,1,0,0,0,1,0,0,1,0,4,649.155
10.3,0,1,0.058542509,188.353,0,1,0,0,0,1,0,0,0,1,28,4364.319
14.75,1,0,0.089686322,115.3518,0,1,0,0,0,1,0,0,1,0,4,1821.6288
5.5,1,0,0.047364617,100.0016,0,0,1,0,1,0,0,1,0,0,6,708.4112
17.2,1,0,0.156269303,159.6578,0,0,1,0,1,0,0,1,0,0,9,3048.6982
19.2,1,0,0.035185588,181.3318,0,0,1,1,0,0,0,1,0,0,16,1443.4544
6.035,1,0,0.247321039,152.3998,0,0,1,1,0,0,1,0,0,0,28,153.7998
14.85,0,1,0.009979271,155.763,0,1,0,0,0,1,0,0,1,0,4,3129.26
7.565,1,0,0.054863459,58.393,0,1,0,0,0,1,0,0,1,0,4,509.337
18.25,1,0,0.075620262,123.8046,0,0,1,0,1,0,0,1,0,0,6,3486.1288
9.6,0,1,0.02236923,104.799,0,1,0,0,0,1,0,0,1,0,4,1341.587
7.855,0,1,0.073906461,218.4482,0,0,1,0,1,0,0,1,0,0,9,4819.0604
10.1,1,0,0.032283676,52.2008,0,0,1,0,1,0,0,1,0,0,6,759.012
10.395,1,0,0.11207602,58.022,0,0,1,0,1,0,0,1,0,0,9,659.142
16.25,1,0,0.087668236,94.941,0,0,1,0,1,0,0,1,0,0,6,1737.738
17.6,1,0,0.049067877,115.6176,0,0,1,1,0,0,0,1,0,0,16,2519.3872
15.5,0,1,0.026355345,100.8332,0,0,1,0,1,0,0,1,0,0,11,1537.998
7.59,0,1,0.145631695,172.808,0,1,0,0,0,1,0,0,1,0,4,2250.404
17.7,1,0,0.029793955,167.2816,0,1,0,0,0,1,0,0,0,1,28,5704.5744
11.1,1,0,0.033160417,119.6124,0,1,0,1,0,0,0,1,0,0,14,2251.7356
10.895,1,0,0.035574413,131.4284,0,1,0,0,0,1,0,0,0,1,28,5404.9644
16.1,0,1,0.047801883,127.4362,0,0,1,1,0,0,0,1,0,0,16,2265.0516
5.155,1,0,0.083198341,246.0776,0,0,1,1,0,0,0,1,0,0,16,990.7104
11.65,1,0,0.059281315,111.586,0,0,1,1,0,0,1,0,0,0,28,339.558
17.5,1,0,0.171417316,173.0738,0,0,1,1,0,0,1,0,0,0,28,347.5476
6.365,1,0,0.007348286,62.8536,0,0,1,1,0,0,0,1,0,0,16,796.2968
11.65,1,0,0.124,152.6024,0,0,1,0,1,0,0,1,0,0,9,303.6048
18.25,0,1,0.170795745,154.463,0,0,1,0,1,0,0,1,0,0,9,2190.482
11.8,0,1,0.025966531,102.2674,0,1,0,1,0,0,0,1,0,0,14,2444.8176
18.2,1,0,0.161489509,37.619,0,0,1,1,0,0,0,1,0,0,16,366.19
13.65,0,1,0.025899245,81.1302,1,0,0,0,0,1,0,1,0,0,26,792.302
8.365,0,1,0.039906377,191.3188,0,1,0,1,0,0,0,1,0,0,14,1713.7692
17.6,1,0,0.072864869,165.2526,0,0,1,1,0,0,1,0,0,0,28,822.263
20.7,0,1,0.079419755,99.8042,0,1,0,1,0,0,0,1,0,0,14,1488.063
17.75,1,0,0.03050705,180.366,0,0,1,1,0,0,0,1,0,0,16,2336.958
18,1,0,0.073490977,157.3972,0,1,0,0,0,1,0,0,1,0,4,778.986
9.695,1,0,0.070843019,177.7344,0,0,1,0,1,0,0,1,0,0,6,1605.9096
6.42,1,0,0.053688479,178.3002,0,1,0,0,0,1,0,0,1,0,4,2328.3026
10.6,1,0,0.056911107,233.9642,0,0,1,0,1,0,0,1,0,0,11,3717.8272
5.03,1,0,0.014472516,122.0756,0,0,1,0,0,1,1,0,0,0,15,121.1756
7.825,0,1,0.150319469,156.9288,0,0,1,0,1,0,0,1,0,0,11,1571.288
8.63,0,1,0.032750291,112.1518,0,1,0,0,0,1,0,0,0,1,28,5351.0346
17.7,0,1,0.016622448,50.2034,0,1,0,1,0,0,0,1,0,0,14,1166.4816
8.235,1,0,0.014482153,182.295,0,1,0,1,0,0,0,1,0,0,14,3661.9
11.6,1,0,0.0349,141.6154,0,0,1,0,1,0,0,1,0,0,11,3829.0158
17.2,0,1,0.025205909,149.1418,0,1,0,1,0,0,0,1,0,0,14,1177.1344
11,1,0,0.037971697,38.948,0,0,1,0,1,0,0,1,0,0,11,519.324
19.6,1,0,0.039544237,163.6526,1,0,0,0,0,1,0,1,0,0,26,1151.1682
8.02,1,0,0.111613921,152.6998,0,1,0,1,0,0,0,1,0,0,14,3383.5956
5.365,0,1,0.140524691,172.7764,0,0,1,0,1,0,0,1,0,0,11,2233.0932
11.35,0,1,0.045073782,101.9016,0,0,1,0,1,0,0,1,0,0,11,2631.2416
19.7,1,0,0.043168763,82.8592,0,0,1,1,0,0,1,0,0,0,28,165.1184
16.35,1,0,0.020547951,51.2324,0,0,1,1,0,0,0,1,0,0,16,571.2564
17.25,1,0,0.113694957,253.4724,0,1,0,1,0,0,0,1,0,0,14,6040.1376
13.8,1,0,0.097043739,57.493,0,0,1,0,1,0,0,1,0,0,9,1358.232
8.485,1,0,0.058121214,104.499,0,0,1,0,1,0,0,1,0,0,9,1238.388
11.8,0,1,0.07665661,32.3558,1,0,0,0,0,1,0,1,0,0,26,169.779
15.35,1,0,0.035204319,122.873,0,1,0,1,0,0,0,1,0,0,14,2832.979
10,1,0,0.089333332,145.6102,0,0,1,0,1,0,0,1,0,0,11,2624.5836
19.2,0,1,0.0801,153.3314,0,0,1,0,1,0,0,1,0,0,6,3257.7594
18.6,1,0,0.080956792,95.2436,0,0,1,0,1,0,0,1,0,0,6,1796.3284
18.5,1,0,0.03391645,130.9284,1,0,0,0,0,1,0,1,0,0,26,1713.7692
20.25,0,1,0.102704495,94.312,0,0,1,0,1,0,0,1,0,0,9,2982.784
12.35,1,0,0.163910938,119.2124,0,0,1,0,1,0,0,1,0,0,9,1303.6364
14.5,0,1,0.058827383,172.2448,0,0,1,1,0,0,0,1,0,0,16,2897.5616
14.8,1,0,0.044840933,78.367,1,0,0,0,0,1,0,1,0,0,26,918.804
14,0,1,0.029843736,143.9786,0,1,0,0,0,1,0,0,1,0,4,866.8716
10.8,1,0,0.061446997,150.4024,0,0,1,0,1,0,0,1,0,0,6,2884.2456
14.65,1,0,0.011180713,53.8614,1,0,0,0,0,1,0,1,0,0,26,221.0456
18,1,0,0.038822077,147.7418,0,1,0,0,0,1,0,0,0,1,28,1618.5598
6.65,1,0,0.053397989,149.3734,0,0,1,0,1,0,0,1,0,0,11,296.9468
6.59,1,0,0.043828293,121.4098,0,0,1,0,0,1,1,0,0,0,15,241.0196
9.195,0,1,0.214139786,102.4016,0,0,1,1,0,0,1,0,0,0,28,202.4032
9.395,0,1,0.109075742,42.9112,0,0,1,0,1,0,0,1,0,0,9,426.112
19.75,1,0,0.012448294,188.2872,0,0,1,1,0,0,0,1,0,0,16,2647.2208
7.56,1,0,0.064030636,154.463,0,1,0,0,0,1,0,0,1,0,4,2503.408
20.25,1,0,0.14781046,234.8616,1,0,0,0,0,1,0,1,0,0,26,2812.3392
20.6,1,0,0.071136948,76.3696,0,0,1,0,1,0,0,1,0,0,11,372.848
6.575,0,1,0.07566089,145.4444,0,0,1,0,1,0,0,1,0,0,11,2612.5992
19.7,0,1,0.16102755,254.1014,0,0,1,0,1,0,0,1,0,0,11,4845.0266
13.5,0,1,0.029893094,81.096,0,0,1,0,0,1,1,0,0,0,15,159.792
6.28,1,0,0.027761289,85.8198,0,0,1,0,1,0,0,1,0,0,11,872.198
18.25,1,0,0.012272797,160.2894,0,0,1,0,1,0,0,1,0,0,9,3235.788
9.3,1,0,0.174317307,106.7964,0,0,1,0,1,0,0,1,0,0,9,841.5712
16.6,1,0,0.135707553,170.6422,0,0,1,0,1,0,0,1,0,0,9,1379.5376
16.35,1,0,0.068219025,198.9426,0,0,1,0,1,0,0,1,0,0,11,3559.3668
10,1,0,0.021468792,251.675,0,0,1,0,1,0,0,1,0,0,11,4244.475
8.05,0,1,0.163882129,113.2518,0,1,0,0,0,1,0,0,0,1,28,3415.554
7.535,1,0,0.082250143,118.344,0,0,1,0,1,0,0,1,0,0,6,3115.944
4.92,1,0,0.046026479,196.5084,0,1,0,1,0,0,0,1,0,0,14,3769.7596
6.385,1,0,0.0809,108.9596,0,0,1,1,0,0,0,1,0,0,16,1186.4556
18.5,1,0,0.052149675,118.3124,0,1,0,1,0,0,0,1,0,0,14,1540.6612
11.6,1,0,0.040911824,142.3154,1,0,0,0,0,1,0,1,0,0,26,2552.6772
17.35,1,0,0.056235142,102.0016,0,0,1,0,1,0,0,1,0,0,6,1619.2256
16.7,0,1,0.062170334,60.9562,0,0,1,0,1,0,0,1,0,0,11,829.5868
10.895,0,1,0.032427039,147.7102,1,0,0,0,0,1,0,1,0,0,26,1166.4816
18.35,1,0,0.099309997,91.4462,0,0,1,0,1,0,0,1,0,0,11,1665.8316
18.75,1,0,0.05310896,193.6504,0,0,1,0,1,0,0,1,0,0,6,2876.256
9.3,1,0,0.044843161,246.1802,0,1,0,0,0,1,0,0,1,0,4,2702.4822
13.5,1,0,0.164966345,189.4872,0,0,1,1,0,0,1,0,0,0,28,189.0872
8.26,0,1,0.032435437,124.873,0,0,1,0,1,0,0,1,0,0,9,2956.152
12.8,1,0,0.06961884,260.3252,0,0,1,1,0,0,0,1,0,0,16,8132.0812
16.75,1,0,0.08165147,258.3988,0,1,0,0,0,1,0,0,1,0,4,1541.9928
14,1,0,0.028723187,131.831,0,1,0,0,0,1,0,0,0,1,28,3635.268
10.895,1,0,0.020994339,255.6672,0,0,1,0,1,0,0,1,0,0,11,4346.3424
16.85,0,1,0.026561057,93.712,0,1,0,1,0,0,0,1,0,0,14,466.06
20,0,1,0.100262068,169.6132,0,0,1,0,0,1,1,0,0,0,15,169.1132
16,1,0,0.057012606,225.0404,1,0,0,0,0,1,0,1,0,0,26,5851.0504
16,1,0,0.041009558,141.2496,0,1,0,1,0,0,0,1,0,0,14,2681.8424
8.93,1,0,0.028578012,152.234,0,0,1,0,1,0,0,1,0,0,6,3828.35
9.6,0,1,0.0217,101.699,0,1,0,1,0,0,0,1,0,0,14,2373.577
19.1,1,0,0.045088724,39.7138,0,1,0,0,0,1,0,0,0,1,28,1096.5726
12.5,1,0,0.018757586,96.9384,0,1,0,0,0,1,0,0,0,1,28,2167.8448
9.8,0,1,0.056500895,85.8908,0,0,1,0,1,0,0,1,0,0,11,1845.5976
9.6,1,0,0.024576875,186.6214,0,1,0,0,0,1,0,0,1,0,4,1884.214
10.195,1,0,0.188038372,146.4076,0,0,1,1,0,0,1,0,0,0,28,147.8076
7.945,1,0,0.015908485,161.421,0,0,1,0,1,0,0,1,0,0,11,3425.541
