Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR24,OUT018,1244.711
FDW59,OUT049,1443.0842
FDS22,OUT049,903.9194
FDW24,OUT017,969.0808
FDU24,OUT035,1609.0742
FDA21,OUT027,4407.9913
FDH58,OUT027,3325.832
FDW36,OUT018,1390.1862
FDI45,OUT027,4199.286
FDU01,OUT018,2726.6119
FDF35,OUT027,3181.4478
FDU43,OUT019,1896.2802
FDE24,OUT019,382.1376
FDK50,OUT049,2690.3427
FDG31,OUT045,1024.6719
FDC60,OUT045,1483.6031
FDL36,OUT013,1482.5666
FDP21,OUT013,3089.5833
FDW16,OUT045,1503.4694
FDX02,OUT017,3689.8552
FDQ58,OUT027,3908.3056
FDT51,OUT046,1834.3838
FDD59,OUT049,1426.8556
NCM42,OUT018,1477.2144
FDA57,OUT018,405.1317
FDZ48,OUT035,1839.908
FDE46,OUT045,2420.0284
NCZ30,OUT019,40.1002
FDB56,OUT017,3169.7294
FDA25,OUT027,3176.8076
FDD20,OUT013,2037.6877
FDL25,OUT013,1557.1449
NCO18,OUT049,2910.3154
FDJ45,OUT017,730.426
FDR12,OUT035,2808.5341
NCF19,OUT010,-1124.7548
FDK25,OUT046,2673.796
NCR17,OUT046,1831.5501
FDC52,OUT046,2474.8991
NCA54,OUT017,3018.2716
FDR45,OUT010,1867.693
NCM19,OUT049,1913.5291
FDF39,OUT027,5661.2014
FDX23,OUT049,1655.7902
FDD58,OUT027,3051.8293
FDX28,OUT013,1633.3189
NCD31,OUT013,2619.4892
FDU57,OUT018,2165.1897
FDI27,OUT046,812.7983
NCM42,OUT046,1737.9685
FDD32,OUT027,2819.9802
FDI34,OUT013,3690.7902
NCM29,OUT049,2176.8999
FDG46,OUT018,1586.2836
DRC01,OUT010,-1039.117
FDB15,OUT027,5582.855
NCA17,OUT027,3841.9295
FDF10,OUT046,2388.9028
FDR26,OUT027,4285.4931
FDI02,OUT049,1932.8915
NCM54,OUT010,122.5183
FDF14,OUT013,2439.3469
FDJ33,OUT010,60.2423
FDM20,OUT035,3928.335
FDC03,OUT027,4596.7714
NCX05,OUT046,1857.6449
NCM41,OUT027,2935.9038
NCU29,OUT010,443.8332
FDQ59,OUT017,1542.6775
FDH46,OUT010,-229.8258
FDH09,OUT013,871.9011
NCD06,OUT045,757.5271
FDC15,OUT035,2498.5252
DRD37,OUT027,2211.5566
FDT28,OUT027,3824.7022
FDR28,OUT027,4105.3923
FDT38,OUT017,1534.2302
FDV34,OUT027,2731.9476
FDY52,OUT035,1083.6068
FDB34,OUT013,1424.4881
DRL23,OUT018,1425.5715
DRB24,OUT046,2458.2805
FDJ50,OUT046,894.25
FDQ49,OUT035,2559.4206
FDP20,OUT035,2040.3687
FDV19,OUT027,4034.0827
NCR54,OUT045,3089.5643
FDO09,OUT010,2225.9053
FDS57,OUT018,1992.4517
FDN10,OUT049,1977.4299
FDV23,OUT049,2091.4809
FDY28,OUT049,3516.0908
DRG51,OUT013,2618.7071
FDD45,OUT019,-420.3274
NCL18,OUT027,4483.5163
NCM29,OUT013,2119.5431
FDF17,OUT027,4559.369
FDE22,OUT017,2709.2041
FDQ22,OUT017,780.5626
FDS01,OUT013,2885.4414
FDW35,OUT027,2166.0312
FDJ33,OUT046,2029.3619
NCF54,OUT035,2775.3177
FDE09,OUT013,1798.9993
NCE06,OUT045,2544.0828
DRH49,OUT049,1411.3131
FDY43,OUT045,2682.2837
NCT05,OUT017,4162.8256
FDZ34,OUT045,3020.2851
FDL38,OUT017,1613.7495
FDZ31,OUT017,3193.1627
FDR14,OUT035,947.3351
NCN54,OUT049,1380.4449
NCC42,OUT027,3677.6407
FDK08,OUT017,1784.0236
FDP59,OUT013,1778.9497
FDV22,OUT035,2604.0798
FDD33,OUT035,3736.3241
DRE60,OUT027,5019.8053
FDK52,OUT046,3579.0084
FDA02,OUT017,2526.9616
FDM56,OUT049,1847.8622
FDE57,OUT035,2305.3378
FDM32,OUT045,1428.2931
NCQ30,OUT027,3398.2645
FDQ27,OUT027,3186.2107
FDT60,OUT027,3440.4554
FDU43,OUT049,3940.2775
NCO55,OUT035,1754.0364
FDG02,OUT045,3018.1947
FDJ28,OUT013,3056.5959
FDP40,OUT045,1834.2685
FDJ38,OUT045,3059.7084
NCC54,OUT017,3947.5953
NCZ41,OUT046,2001.5207
FDK38,OUT019,467.9982
FDU52,OUT013,2494.7837
FDC40,OUT046,1287.3568
NCR30,OUT017,1348.0971
NCN18,OUT017,1917.5175
FDB50,OUT035,1302.7163
FDG04,OUT013,3018.8683
FDR26,OUT035,2862.8178
NCT17,OUT018,2709.3989
FDX35,OUT027,5079.5825
FDS12,OUT046,2010.1199
NCZ29,OUT027,3456.8554
FDB38,OUT010,705.1931
FDP12,OUT013,713.5567
FDP22,OUT046,897.1463
FDS26,OUT018,3830.689
FDR52,OUT046,3085.8313
DRJ13,OUT046,2558.7599
FDU48,OUT027,3536.2374
FDE29,OUT035,1025.9468
NCT29,OUT049,2041.2459
DRK37,OUT018,2712.484
FDK55,OUT046,1419.9869
FDR07,OUT046,1541.8743
FDO21,OUT027,5059.9065
FDK46,OUT049,4206.0894
FDB12,OUT045,1708.3174
FDT31,OUT027,4450.0209
FDJ33,OUT045,2019.9931
FDC26,OUT027,3196.0961
NCQ02,OUT045,2977.575
FDP08,OUT010,1175.8434
FDB11,OUT027,5017.1294
FDV55,OUT013,2357.8529
FDW20,OUT049,2046.7188
NCJ18,OUT019,-12.4306
FDC41,OUT018,937.8439
FDE14,OUT027,3135.321
FDG35,OUT013,2875.3953
FDF45,OUT035,1053.783
FDS19,OUT027,2757.3056
FDS58,OUT019,690.2642
FDA26,OUT017,3670.9512
FDM32,OUT049,1523.0187
FDL45,OUT046,2022.3378
FDZ55,OUT049,2639.5753
FDY37,OUT049,2408.4927
FDO46,OUT046,3081.0045
FDQ60,OUT046,1952.5446
FDA19,OUT018,1800.4411
FDL15,OUT046,2453.2807
FDM10,OUT018,3085.6219
NCL05,OUT017,857.8343
DRK49,OUT010,-1207.3499
NCE18,OUT027,5420.7428
FDG40,OUT049,685.9003
DRI59,OUT045,3497.8131
FDK28,OUT035,4087.1332
NCD06,OUT019,-1146.5261
FDO11,OUT019,2105.8373
FDK27,OUT046,1919.1057
FDT43,OUT027,2290.1284
FDD38,OUT018,1425.0434
FDA16,OUT049,3574.2071
FDL14,OUT027,3954.2612
NCM17,OUT049,826.7066
FDD20,OUT045,1974.8559
FDA40,OUT045,1458.5114
FDL43,OUT045,1255.3693
FDV15,OUT045,1619.1713
FDE52,OUT046,1500.5537
NCL17,OUT010,366.0017
NCJ31,OUT045,3739.1428
FDR60,OUT045,1245.1932
NCA18,OUT035,1900.3438
FDS21,OUT027,2543.6789
FDW09,OUT035,1376.9205
FDL26,OUT035,2500.711
FDS47,OUT018,1145.8943
FDC39,OUT046,3242.6358
FDT51,OUT035,1890.799
FDK40,OUT035,4202.113
NCG19,OUT045,3690.7002
FDZ07,OUT046,1059.343
FDF08,OUT027,2934.3196
FDO04,OUT013,947.3101
FDK41,OUT018,1056.4165
FDP15,OUT049,4119.8712
NCD43,OUT018,1411.3083
NCP18,OUT013,2403.9085
FDZ51,OUT046,1554.5836
DRH13,OUT035,1794.3221
FDF38,OUT045,720.8558
NCI43,OUT045,811.6685
FDM38,OUT027,2391.9127
FDS03,OUT013,1084.817
DRJ47,OUT017,2862.3079
FDT50,OUT010,-318.4071
FDV02,OUT046,2734.4476
NCG18,OUT017,1814.6805
FDW52,OUT046,2668.0812
FDS40,OUT035,669.3093
FDN31,OUT017,3162.2554
FDA37,OUT045,2006.8312
FDA15,OUT046,3947.9376
FDL39,OUT046,2919.4866
FDJ53,OUT045,1935.2264
FDX22,OUT013,3417.0862
NCZ42,OUT045,3763.9135
FDD56,OUT027,4285.8745
FDD40,OUT017,3263.7703
FDS50,OUT013,3515.3306
NCN14,OUT013,2944.5998
FDT15,OUT013,2988.3494
NCS18,OUT027,3186.4225
NCO26,OUT010,-90.4783
FDF58,OUT018,739.5285
NCB19,OUT013,1420.5344
FDH26,OUT017,2443.1008
DRB24,OUT027,3887.5411
FDA49,OUT018,1115.6699
FDB32,OUT045,1533.4915
FDI36,OUT017,3304.8685
NCA17,OUT010,460.1735
FDH22,OUT013,2013.4541
NCM26,OUT018,2167.2875
FDT15,OUT027,4408.2775
FDB16,OUT018,1130.3774
NCP54,OUT027,3427.2492
FDJ36,OUT013,1711.1597
FDO28,OUT045,1899.1427
FDU09,OUT013,975.5806
FDF29,OUT017,2255.8004
FDY08,OUT013,2297.9564
DRJ59,OUT018,357.2087
FDT23,OUT027,2784.6585
FDU15,OUT018,420.2316
FDT47,OUT013,1645.6184
FDI53,OUT019,728.1122
FDR59,OUT018,3907.3568
FDD53,OUT035,732.2133
FDY51,OUT017,3609.324
FDT04,OUT049,729.0087
FDU51,OUT049,2944.9358
FDG14,OUT035,2514.0328
NCU06,OUT045,3631.2168
DRG25,OUT046,2952.9479
DRH49,OUT035,1408.8073
FDN15,OUT035,2272.0368
FDL43,OUT018,966.6032
NCT18,OUT049,2987.9176
NCB31,OUT013,4131.1148
FDK57,OUT035,1949.9262
FDY04,OUT019,741.4948
NCP54,OUT046,1948.1648
FDF41,OUT013,3869.6349
FDM01,OUT045,1679.6071
FDW03,OUT045,1720.6875
FDF28,OUT045,2005.7493
FDY37,OUT017,2460.217
FDQ03,OUT017,3932.9391
FDP51,OUT027,3414.8436
FDJ40,OUT017,1972.1564
FDC32,OUT049,1593.9333
DRI49,OUT027,2746.5069
NCW54,OUT017,1045.3316
FDF09,OUT017,788.6246
FDP45,OUT018,3732.1026
DRJ23,OUT018,2690.3479
FDS59,OUT017,1975.8961
FDY08,OUT046,2241.8848
FDX16,OUT049,2446.6846
FDY16,OUT018,2693.3564
FDK32,OUT035,2532.8901
FDQ22,OUT013,699.5078
NCC31,OUT018,2209.0495
FDG58,OUT049,2587.0729
DRF48,OUT013,3025.2225
DRH36,OUT049,1294.4955
NCR30,OUT035,1273.6842
FDB03,OUT019,1936.5115
FDZ28,OUT027,3517.4434
FDR35,OUT017,3288.2287
DRD15,OUT027,5122.505
FDJ33,OUT019,123.8056
FDA56,OUT010,19.2768
FDP56,OUT046,798.5569
NCT30,OUT046,794.9978
FDK15,OUT017,1744.5826
FDH44,OUT018,2118.6999
FDV01,OUT013,2533.8942
DRG03,OUT017,2564.3828
FDG50,OUT027,2905.5914
FDR16,OUT010,1512.3254
FDZ60,OUT046,1716.4775
DRG03,OUT045,2439.7496
FDS56,OUT018,3938.1628
FDU33,OUT045,778.9805
DRD27,OUT035,1649.3639
FDW22,OUT046,3580.1475
DRA24,OUT045,2635.5227
FDF38,OUT049,810.9123
FDX48,OUT013,2539.0906
FDS58,OUT018,2335.9106
FDC32,OUT046,1488.3383
NCQ29,OUT045,4103.4598
DRK39,OUT018,1082.7558
NCS38,OUT017,1962.7621
DRO47,OUT013,1814.6763
DRG27,OUT027,2150.0071
FDC57,OUT027,4533.4804
FDS55,OUT046,2329.5766
NCJ06,OUT018,1644.0779
FDO01,OUT019,230.4613
NCM55,OUT045,2929.0209
FDC52,OUT049,2578.9657
FDQ15,OUT045,1318.9615
NCT30,OUT027,2236.7683
NCR42,OUT027,2008.7351
FDD28,OUT035,1003.3305
FDQ34,OUT049,1754.2579
FDZ12,OUT027,3713.7289
DRE13,OUT019,-500.4023
NCN07,OUT019,227.7758
FDM28,OUT035,2916.1735
FDI10,OUT017,2908.8169
FDQ25,OUT013,2791.0965
FDA38,OUT010,1901.9404
DRI13,OUT049,3525.7734
FDY20,OUT027,2952.2335
NCZ53,OUT035,3020.6813
NCM31,OUT013,2314.6644
DRB01,OUT017,3129.1862
DRF37,OUT046,4124.0881
NCF42,OUT049,2883.5342
FDF16,OUT018,2085.446
FDB41,OUT013,869.6642
FDR34,OUT013,3679.2472
FDR15,OUT018,2253.6321
NCV42,OUT019,-101.6169
FDW51,OUT035,3444.6375
FDU36,OUT017,1707.2218
FDX60,OUT049,1403.7654
FDY03,OUT035,1906.9643
FDW55,OUT045,3960.8571
FDT01,OUT010,1457.5789
FDG58,OUT013,2534.4187
FDK21,OUT017,4083.6153
NCS41,OUT019,990.3333
FDS10,OUT045,2872.1618
NCT53,OUT046,2619.0954
FDJ28,OUT018,2749.1395
FDX44,OUT045,1405.5094
FDT20,OUT018,374.582
FDO44,OUT017,1896.5231
NCX17,OUT049,3793.3602
FDY01,OUT017,2035.0213
FDJ12,OUT027,4817.3016
DRK35,OUT018,342.5349
FDD47,OUT019,794.0545
NCM53,OUT035,1754.6391
FDO45,OUT013,1496.4256
NCM42,OUT010,-156.1749
FDE04,OUT046,2905.8685
NCI30,OUT027,5358.548
FDZ19,OUT013,2792.5192
FDW57,OUT013,2883.6166
FDA25,OUT013,1722.967
FDT22,OUT046,957.579
FDP51,OUT013,1977.7594
FDD48,OUT027,3313.6677
FDY39,OUT035,2998.1048
FDO48,OUT010,1647.8381
FDD23,OUT027,4442.766
DRN35,OUT027,2073.456
FDT01,OUT035,3458.6134
FDC20,OUT010,-1007.0842
DRJ35,OUT035,1070.0778
FDB32,OUT046,1514.8162
FDL24,OUT046,2804.2361
NCV42,OUT035,1856.5236
FDZ46,OUT046,1747.4851
FDC15,OUT013,2481.0544
FDD08,OUT019,-1254.3703
FDY50,OUT049,1518.6084
FDD36,OUT013,1942.1781
FDG57,OUT027,2257.6113
FDL21,OUT018,470.7694
FDN16,OUT027,3138.9059
FDJ09,OUT027,2210.1082
FDS01,OUT010,936.6698
FDV33,OUT017,4299.5302
DRE12,OUT017,1966.0905
FDR07,OUT013,1590.1477
FDP48,OUT010,1049.7185
NCB55,OUT035,980.0483
FDQ08,OUT013,1068.5852
FDR34,OUT035,3752.7746
FDO33,OUT046,1790.7299
FDP13,OUT045,673.3408
FDX12,OUT049,3988.8634
NCT06,OUT049,2741.263
FDR16,OUT019,1526.6084
FDE36,OUT046,2673.8546
FDZ36,OUT049,3075.688
FDV13,OUT045,1465.8442
NCZ17,OUT035,659.8497
FDU56,OUT045,2898.2212
FDM09,OUT035,2803.9556
FDV02,OUT017,2866.8463
FDS34,OUT018,1577.6939
FDA11,OUT049,1634.4326
FDP09,OUT017,3492.9751
FDB29,OUT027,3334.3107
FDT19,OUT017,2914.1083
DRH15,OUT017,869.6245
FDY38,OUT046,3730.1661
FDF14,OUT027,3870.1586
FDN48,OUT010,-419.0322
FDQ12,OUT013,3676.2918
NCJ43,OUT045,2736.7242
FDE17,OUT019,572.608
FDB05,OUT035,3968.6389
FDH10,OUT045,3042.4016
NCR06,OUT017,836.9097
FDU32,OUT018,1669.9644
FDD56,OUT049,2892.0825
FDO36,OUT018,2594.0745
FDH16,OUT010,-441.3703
FDX10,OUT018,365.4456
FDZ37,OUT017,1620.4741
FDU31,OUT010,1584.6446
DRC49,OUT049,2353.3408
FDL15,OUT045,2415.9107
FDN32,OUT019,1061.526
DRH59,OUT027,2654.6408
NCU29,OUT049,2449.4392
FDR37,OUT019,1067.4098
FDS14,OUT018,2217.5261
FDU02,OUT027,5028.9911
FDJ08,OUT035,3090.1513
NCZ06,OUT045,3983.2748
FDO31,OUT049,1471.5664
FDH31,OUT018,1407.5335
FDS58,OUT017,2736.8847
NCA53,OUT027,2271.4754
FDF50,OUT046,3122.0572
NCW42,OUT049,3613.0863
NCQ17,OUT045,2457.7287
FDK51,OUT018,3894.6584
NCW41,OUT010,591.854
NCR29,OUT017,1047.9977
FDB08,OUT019,630.6151
FDA40,OUT027,2880.9049
FDL14,OUT018,2284.4674
FDB47,OUT046,3276.1793
FDO03,OUT035,3709.5938
DRK13,OUT019,1206.1494
FDX13,OUT010,1999.7
FDF52,OUT046,2896.815
FDT11,OUT013,3071.2237
FDB08,OUT013,2579.8523
FDQ28,OUT018,2246.8277
FDD29,OUT045,3979.5809
NCQ29,OUT027,5565.5246
NCO02,OUT013,1092.8328
FDR56,OUT010,1217.4504
NCM54,OUT049,2098.8426
FDP51,OUT035,1964.111
FDT38,OUT013,1400.2885
FDZ20,OUT018,3721.4172
FDJ53,OUT013,1955.5035
FDX13,OUT049,4028.525
FDP58,OUT035,3515.8814
NCK31,OUT019,-1031.712
FDA35,OUT018,1743.3889
FDV37,OUT018,2913.1781
NCO07,OUT027,4835.9186
FDA20,OUT045,2952.7412
FDZ59,OUT035,2764.0324
NCY17,OUT017,869.4958
FDQ28,OUT035,2534.9134
FDV35,OUT017,2584.3911
FDQ36,OUT013,660.7921
FDD34,OUT018,2320.7319
FDK51,OUT045,4175.6818
FDV31,OUT035,2824.0059
FDR04,OUT035,1599.6615
FDR14,OUT049,988.7028
DRC36,OUT010,901.7751
FDE39,OUT019,34.6062
FDP57,OUT049,1773.7057
FDE57,OUT046,2252.0347
NCN18,OUT046,1771.182
NCQ05,OUT018,2116.5091
FDW47,OUT035,1969.1626
FDV46,OUT035,2254.1902
NCP29,OUT045,1005.6458
FDE09,OUT018,1500.8825
NCU06,OUT027,5074.5622
FDT19,OUT010,857.5091
DRF15,OUT017,2566.0646
DRI51,OUT013,2734.4667
NCX54,OUT013,1705.6359
DRE01,OUT013,3818.9471
NCB07,OUT045,3078.2038
FDU50,OUT035,1924.046
FDG40,OUT035,635.1467
FDW10,OUT018,2504.813
FDX51,OUT013,3161.2962
NCP17,OUT045,1027.3494
FDP21,OUT035,3080.6122
FDL04,OUT045,1666.5689
FDV23,OUT013,1987.4694
FDF24,OUT046,1371.4372
FDH56,OUT027,3323.0946
FDB51,OUT049,1109.9057
FDI58,OUT027,3030.042
FDR20,OUT013,869.4677
FDC51,OUT018,1748.5143
FDB16,OUT027,2845.3338
FDE40,OUT049,1132.7698
NCM17,OUT035,777.5204
FDU56,OUT035,2989.5271
FDS32,OUT019,404.4989
FDX02,OUT049,3639.7124
FDT39,OUT027,3939.0237
FDE35,OUT017,1132.6397
NCI42,OUT019,1437.1393
DRL23,OUT046,1704.9936
FDA10,OUT046,1935.335
FDA11,OUT013,1572.4183
NCM06,OUT046,2455.0683
NCT05,OUT035,4116.3724
NCQ02,OUT010,1047.3122
NCY06,OUT049,2165.7013
FDY56,OUT035,3648.1229
FDL02,OUT035,1769.7867
NCI06,OUT035,2878.2459
FDQ14,OUT045,2374.4115
FDQ12,OUT017,3749.5566
FDP36,OUT046,850.9414
FDK21,OUT027,5414.6543
FDO40,OUT045,2345.0821
NCK54,OUT019,-5.2369
FDY09,OUT018,2531.9962
NCW30,OUT049,4214.6145
NCC55,OUT027,2066.0612
FDE58,OUT018,1600.6347
FDR39,OUT013,2946.5496
FDU28,OUT049,3102.9384
FDH08,OUT017,3748.4031
FDG35,OUT045,2831.8065
FDG22,OUT049,750.4995
FDC34,OUT035,2569.1251
FDP15,OUT018,3736.3503
FDK34,OUT010,1865.0742
FDU45,OUT035,1957.5315
FDQ04,OUT027,2114.5522
FDX22,OUT018,3097.1763
FDB45,OUT017,1811.9453
NCH43,OUT027,4877.7768
DRE60,OUT046,3521.9227
FDD17,OUT027,5182.1317
NCM54,OUT017,2173.8953
NCH55,OUT013,2068.5948
NCT06,OUT017,2766.5159
FDA48,OUT027,4937.4292
FDY58,OUT027,5057.4564
FDO25,OUT045,3314.2245
FDN50,OUT045,1573.8668
FDH35,OUT035,2667.0773
FDK09,OUT045,3572.2144
FDO16,OUT013,1370.6639
FDW11,OUT045,1032.4208
FDU47,OUT027,3727.0556
NCQ42,OUT010,140.4566
FDK55,OUT027,2894.3925
FDN08,OUT049,2002.2152
FDT57,OUT045,3746.8784
FDJ12,OUT018,3058.7722
DRL59,OUT017,1011.8207
NCN53,OUT046,601.2062
FDO51,OUT010,-1128.5345
FDK56,OUT017,3109.343
FDY12,OUT035,948.8808
FDU15,OUT035,723.3911
FDQ19,OUT046,3889.785
DRF15,OUT045,2442.9671
DRE25,OUT019,-422.8648
FDK57,OUT018,1623.3729
FDD33,OUT010,1720.5739
FDR34,OUT027,5119.3891
FDU04,OUT045,1936.3264
FDE35,OUT019,-853.557
NCD31,OUT035,2641.6505
FDJ56,OUT035,1632.4969
NCU53,OUT046,2614.4299
FDD39,OUT035,3443.8622
NCU17,OUT019,-249.9877
FDJ20,OUT046,2011.0941
NCW41,OUT018,2225.0846
FDL52,OUT035,745.8229
FDS39,OUT035,2305.956
DRJ47,OUT045,2748.5577
FDP13,OUT010,-1216.2879
DRK39,OUT010,-583.079
FDF28,OUT010,153.919
FDB09,OUT045,1992.4805
FDM51,OUT046,1663.4947
DRM49,OUT018,508.0008
DRF23,OUT013,2809.5417
DRH01,OUT035,2779.7585
FDH12,OUT027,3162.8767
FDA28,OUT019,146.8041
FDW37,OUT018,1166.5619
FDF02,OUT046,1656.3651
DRL37,OUT046,725.8231
NCF43,OUT046,2254.0626
FDH08,OUT010,1696.8115
FDR34,OUT019,1786.0482
NCK19,OUT049,3177.0013
NCD55,OUT018,443.8738
FDT27,OUT049,3835.1984
FDQ57,OUT045,2332.4223
FDA47,OUT035,2667.7326
DRG15,OUT027,2478.4076
FDE05,OUT018,2096.3124
FDN46,OUT046,1650.1646
FDX27,OUT027,2983.232
FDT51,OUT045,1818.8199
FDU33,OUT013,813.3026
FDJ16,OUT027,2414.4148
FDD20,OUT019,68.5072
FDT36,OUT049,658.1222
DRF15,OUT027,3876.9169
FDN52,OUT010,-470.2005
FDC22,OUT027,4513.9517
FDX15,OUT045,2519.9537
FDT13,OUT013,3001.3356
FDU04,OUT017,2087.4618
FDU31,OUT019,1579.1344
FDW59,OUT027,2838.4098
NCO29,OUT046,2625.4562
FDL15,OUT035,2473.8966
FDI41,OUT049,2462.0289
FDQ48,OUT049,1741.9493
DRI39,OUT013,938.4054
FDI08,OUT013,4036.2011
FDC21,OUT049,1914.5378
FDF58,OUT035,1080.0308
FDS08,OUT010,902.7879
FDE47,OUT045,1958.9752
NCP18,OUT019,532.1682
NCR41,OUT013,1596.1785
FDA27,OUT013,4095.5365
FDA43,OUT035,3119.453
FDA49,OUT045,1385.7728
NCE55,OUT018,2535.027
DRM49,OUT027,2248.0519
FDF22,OUT027,4835.3729
FDQ15,OUT018,1061.2759
NCS54,OUT017,2924.0195
NCY05,OUT013,647.8201
FDR45,OUT046,3785.268
FDK57,OUT049,2030.2403
FDF41,OUT010,1972.5677
FDV21,OUT046,1981.8007
FDD51,OUT046,742.0393
FDF33,OUT046,1763.7611
FDA38,OUT046,3769.2414
FDR56,OUT045,3130.6114
NCN41,OUT017,2086.544
FDC60,OUT027,2909.8812
FDB47,OUT045,3273.0435
DRH01,OUT013,2804.3043
FDW08,OUT046,1664.9371
FDF38,OUT027,2167.2486
FDY32,OUT017,2713.026
FDG34,OUT049,1907.7794
FDG47,OUT019,2212.2629
NCF18,OUT035,3048.9097
FDL39,OUT019,1020.7773
NCH55,OUT035,2064.2923
DRJ35,OUT049,1097.0897
FDS44,OUT035,3851.2074
DRE01,OUT018,3503.5661
FDY39,OUT013,3003.9655
FDY32,OUT018,2277.8418
FDR33,OUT027,3237.0714
NCP50,OUT049,1416.8019
FDZ47,OUT018,1355.4372
FDU57,OUT049,2562.7224
FDY44,OUT013,3165.0414
DRH59,OUT018,922.5384
FDB03,OUT027,5272.3564
FDY46,OUT045,2949.9061
FDM39,OUT045,2799.3317
FDY36,OUT035,1274.4155
NCM55,OUT035,2966.7804
FDJ50,OUT010,-1036.3476
DRL60,OUT013,2435.2471
NCJ54,OUT049,3762.3537
FDX59,OUT017,719.6244
FDI07,OUT013,3235.4115
DRF51,OUT010,-1287.3709
FDM14,OUT017,1908.3155
FDP21,OUT045,3022.6356
FDE40,OUT035,1124.0637
FDE05,OUT035,2443.0603
FDM13,OUT027,3567.7111
FDC34,OUT027,3970.129
NCI55,OUT018,1694.5729
NCE43,OUT018,2392.4035
FDW58,OUT018,1450.0148
FDG60,OUT045,3690.9729
FDV31,OUT017,2926.3952
FDR47,OUT013,3099.1036
FDM60,OUT019,-1164.3651
NCF06,OUT018,3804.4059
NCN26,OUT027,3329.7646
FDQ59,OUT049,1533.0044
FDF09,OUT046,628.1535
NCS06,OUT017,4319.2204
FDT44,OUT046,1876.6831
FDI19,OUT017,3994.4814
FDT22,OUT017,1113.2679
NCF54,OUT027,4162.1966
DRG25,OUT045,2940.4939
FDB59,OUT017,3271.2585
FDQ37,OUT017,3215.0805
FDP56,OUT035,848.7473
FDW44,OUT035,2830.6215
FDJ26,OUT010,1522.3348
FDU43,OUT018,3520.9689
FDW33,OUT045,1663.7662
NCX53,OUT027,3738.6281
FDN56,OUT010,443.1728
DRF15,OUT049,2523.685
FDO33,OUT017,1966.6797
FDZ39,OUT010,-188.1641
NCJ19,OUT017,1041.1531
FDU01,OUT035,3035.9751
FDT12,OUT035,3641.1662
NCM18,OUT018,733.7342
FDP19,OUT017,2174.132
NCR42,OUT049,666.3924
FDN10,OUT046,1898.2799
FDG44,OUT017,1034.3628
FDQ10,OUT046,2724.7571
DRH13,OUT049,1796.8281
FDT52,OUT013,3948.0609
FDM56,OUT045,1760.9147
NCO43,OUT010,-285.2444
NCV29,OUT035,2865.9297
NCF06,OUT013,4138.3221
FDO50,OUT035,1518.2906
FDT59,OUT013,3665.6433
FDX40,OUT027,2064.1552
FDE50,OUT017,3152.0204
FDX51,OUT017,3315.5189
NCD30,OUT018,1313.9978
FDK15,OUT013,1637.155
FDL12,OUT045,1030.4842
FDK46,OUT017,4231.332
DRH49,OUT010,-601.9659
FDQ57,OUT046,2341.7668
FDY59,OUT017,1651.2019
FDO09,OUT018,3884.6673
NCG30,OUT035,2056.7291
FDM09,OUT017,2862.7856
NCN17,OUT027,3074.0143
NCS42,OUT013,1478.0524
FDD02,OUT019,-27.2468
FDE34,OUT013,2909.4263
FDU38,OUT045,3032.5376
FDB33,OUT046,2510.3699
NCJ29,OUT017,1547.3791
FDZ27,OUT035,857.1587
FDI40,OUT013,1671.2102
FDG22,OUT013,724.285
FDT51,OUT017,1976.1776
FDF20,OUT018,2869.2331
FDV50,OUT035,1988.7287
FDT02,OUT049,717.5082
DRC49,OUT017,2440.8341
FDF26,OUT049,2567.0345
FDV52,OUT035,1984.5047
FDX59,OUT049,697.4951
FDV25,OUT035,3558.4664
FDW23,OUT027,2096.9791
FDE53,OUT018,1456.3596
FDA19,OUT017,2216.97
FDH22,OUT046,1996.302
NCO41,OUT013,1611.5065
FDX12,OUT017,4005.567
FDF17,OUT013,3148.7802
FDS11,OUT045,3550.9181
FDR51,OUT035,2464.1726
FDT49,OUT010,-246.3918
FDC56,OUT013,1939.7721
FDR13,OUT027,3370.5162
FDQ60,OUT035,2015.1898
FDN38,OUT049,4063.8201
NCL29,OUT013,2526.8298
FDO13,OUT027,4053.6416
FDE26,OUT018,2006.6248
FDA31,OUT010,803.7488
FDX14,OUT035,1269.1338
FDA34,OUT045,2757.4229
FDF26,OUT013,2517.4743
FDE38,OUT045,2634.3005
DRI11,OUT046,1822.2811
FDQ60,OUT027,3386.5605
FDL21,OUT027,2174.763
DRC12,OUT027,4493.7101
FDC47,OUT046,3586.0552
FDE57,OUT045,2222.4517
FDT14,OUT045,1949.4515
NCZ53,OUT046,3007.849
FDE28,OUT018,3392.4598
FDR19,OUT035,2375.7559
NCF54,OUT019,856.8197
FDZ08,OUT046,1354.0187
NCJ05,OUT018,2177.0691
FDF59,OUT046,2025.4424
NCO05,OUT035,1665.4282
FDW24,OUT018,547.8767
NCX42,OUT018,2369.8726
NCA53,OUT035,859.7265
FDI45,OUT019,910.9476
FDG46,OUT046,1864.1634
FDM20,OUT010,1925.0195
FDW11,OUT010,-906.4791
FDX08,OUT035,2896.7435
NCK17,OUT035,736.5427
FDK32,OUT018,2185.8364
NCA42,OUT035,2587.7147
DRI01,OUT035,2762.1632
NCL55,OUT049,4101.6686
DRE25,OUT018,1239.8892
FDD14,OUT017,3025.8541
